	Part of Speech	main_word	main_word_id	main_word_GLOSS	2nd_word	2nd_word_id	2nd_word_GLOSS	3rd_word	3rd_word_id	3rd_word_GLOSS	ready?	who_collected	comment	lexeme_id	Gender	Attributive	Orthography	Lexical entry	No stress	Glossing label	comment_to_appear	meaning_1	meaning_1_rus	diathesis_1	example_1	example_1_cyr	example_1_rus	meaning_2	meaning_2_rus	diathesis_2	example_2	example_2_cyr	example_2_rus	meaning_3	meaning_3_rus	diathesis_3	example_3	example_3_cyr	example_3_rus	meaning_4	meaning_4_rus	diathesis_4	example_4	example_4_cyr	example_4_rus	who_compiled	elicited_day	elicited_month	elicited_year	updated_day	updated_month	updated_year	filename	speaker_name	gender	year_of_birth	lexcauc_id	swadesh_id	j/h	PFV.3	IPFV.3	INF.3	IMP.3	PROH.3	HPL/APL	Co-verbal form	Adverbial form	Lexical Entry
20	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	baˤʔ		baˤʔ				1.0	TM		cv20			баӀъ выъыр		baˤʔ wɨʔɨr	baˤʔ do		bleat (sheep)	блеять (об овце)	erg	ixʲdɨ sürija ad čʼabɨlera baˤʔ waʔara	ихьʼды суьрийа ад чӀабылера баӀъ ваъара	У меня в отаре овцы блеют																			TM	10.0	8	2023.0					Aga														baˤʔ wɨʔɨr
28	noun										1.0	KF		n28	3	begíd	бегʼ	begʲ	begʲ	side1		side	бок		begi sumabqʼ	беги сумабкь	Не сиди на краю																			KF	8.0	8	2023.0					Нурулла	m		248											
21	complex verb	wišír	v202	become	begemiš		begemiš				1.0	TM	синоним кьабыл	cv21			бегемиш вишир		begemiš wišir	begemiš become		like	нравиться	dat, abs	zas ha rɨš begemiš rišir / begemiš riʔi	зас гьа рыш бегемиш ришир / бегемиш риъи	Мне эта девушка понравилась / ее признаю, принимаю																			TM	7.0	8	2023.0					Nurula														begémiš wišir
22	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	begemiš		begemiš				1.0	TM	синоним кьабыл	cv22			бегемиш выъыр		begemiš wɨʔɨr	begemiš do		like, accept	признавать	erg, abs	zad ha edemi begemiš hɨʔɨr	зад гьа едеми бегемиш гьыъыр	Я этого человека признал / мне этот человек понравился																			TM	7.0	8	2023.0					Nurula														begémiš wɨʔɨr
27	complex noun	tʼul	n528	rod	begʲ	n28	side1-ATTR				1.0	KF		cn1			бегид тӀул	bégid tʼul	begid tʼul	side1-ATTR rod		rib	ребро		begid tʼulu ɢalindɨ jak ʁani i	бегид тӀулу къалинды йак гъани и	На ребре осталось толсто мяса																			KF	8.0	8	2023.0					Нурулла	m		273											
23	complex verb	wišír	v202	become	behem		behem				1.0	TM		cv23			бегьем вишир		behem wišir	behem become		finish (intr)	заканчиваться	s(pfv.cvb)	zad gʷalaχ hawɨr behem rišira ; xɨwbɨr hɨʔɨr behem hišira	зад гвалах гьавыр бегьем ришира ; хьывбыр гьыъыр бегьем гьишира	Я работу закончила ; Хлеб закончил печь																			TM	8.0	8	2023.0					Nazile														behém wišir
24	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	behem		behem				1.0	TM		cv24			бегьем выъыр		behem wɨʔɨr	behem do		finish (tr)	заканчивать	erg, abs	zad gɨwaːnbɨr behem hɨʔɨr	зад гываанбыр бегьем гьыъыр	Я шерстяные носки связала и закончила																			TM	8.0	8	2023.0					Nazile														behém wɨʔɨr
25	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	bezmiš		bezmiš				1.0	TM	более сильный смысл, чем у дуьймишː может, на кого-то кидается, достает	cv27			безмиш выъыр		bezmiš wɨʔɨr	bezmiš do		bore, annoy	надоедать, беспокоить	erg, abs	zɨ mi gʷalaχara bezmiš haʔara ; mi edemijera zɨ bezmiš hɨʔɨra	зы ми гвалахара безмиш гьаъара ; ми едемийера зы безмиш гьыъыра	Мне эта работа надоела, замучила ; Этот человек меня замучил, надоел																			TM	7.0	8	2023.0					Nurula														bezmíš wɨʔɨr
29	noun										1.0	KF		n29	4	bejníjed	бейни	bejní	bejni	brain		brain	головной мозг		hanowdɨ bejnijekʲ jɨˤχɨn hišira ; hanowdɨ bejnijekʲ ebɨr kipxura	гьановды бейнийекʼ йыӀхын гьишира ; гьановды бейнийекʼ эбыр кипхьура	У него опухоль в мозгу ; У него произошло кровоизлияние в мозг																			KF	8.0	8	2023.0					Нурулла	m		282											
26	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	bejʔabɨr		bejʔabɨr				1.0	TM		cv25			бейъабыр выъыр		bejʔabɨr wɨʔɨr	bejʔabɨr do		criticize, blame	критиковать, обвинять	erg, abs	his wad zɨ bejabɨr haʔara? ; wɨdɨ ɢari bejabɨr maraʔ	гьис вад зы бейабыр гьаъара? ; выды къари бейабыр мараъ	Зачем ты меня критикуешь? ; Cвою жену не критикуй																			TM	15.0	8	2023.0					Nazile														bejʔabɨ́r wɨʔɨr
30	noun										1.0	KF		n30	4	bekʼéldɨ	бекӀʼ	bekʼʲ	bekʼʲ	tar		tar	смола		iskʼamaː bekʼʲ kičitqɨra	искӀамаа бекӀʼ кичитхъыра	На стволе выступила смола																			KF	8.0	8	2023.0					Нурулла	m		654											
31	noun										1.0	KF		n31	4	beldɨ	бел	bel	bel	forehead		forehead	лоб		belʲa ʁaʔ šin iʁitxura	беля гъаъ шин игъитхьура	На лбу выступил пот																			KF	8.0	8	2023.0					Нурулла	m		285											
32	noun										1.0	KF		n32	4	berád	бер	ber	ber	spade		spade	лопата		zad berakʷan naqʼʷ tamɨz hawʔɨr	зад беракван накьв тамыз гьавъыр	Я счистил землю лопатой																			KF	8.0	8	2023.0					Нурулла	m		606											
27	complex verb	wišír	v202	become	bezmiš		bezmiš				1.0	TM		cv26			бехмиш вишир		bezmiš wišir	bezmiš become		get bored	надоедать	abs, sup-el	mi gʷalaχala zɨ bezmiš hišira	ми гвалахала зы безмиш гьишира	Мне эта работа (с этой работы) надоела																			TM	7.0	8	2023.0					Nurula														bezmíš wišir
33	noun										1.0	KF		n33	3	bibíčiled	бибичил	bibíčil	bibičil	swallow		swallow	ласточка		bibičilera ǯudu χɨnimešis ilesdɨ wɨlcʼara	бибичилера джуду хынимешис илесды вылцӀара	Ласточка даёт своим птенцам еду																			KF	8.0	8	2023.0					Нурулла	m		190											
11	adjective										1.0	AA		a10			бикӀерды	bikʼérdɨ	bikʼerdɨ	hot		hot	горячий (о воде, о жаре от печки)		mewliʔ bikʼera wiʔi	мевлиъ бикӀера виъи	Не ешь горячим																											Said												bikʼera	bikʼerana	
34	noun										1.0	KF		n34	3	bicʼerxenad	бицӀерхьен	bicʼérxen	bicʼerxen	spleen		spleen	селезенка		hanowdɨ bicʼerxenad sur küʁutqʼuraj	гьановды бицӀерхьенад сур куьгъуткьурай	Ему удалили половину селезёнки																			KF	8.0	8	2023.0					Нурулла	m		343											
12	adjective										1.0	AA	"(не сразу порождено, в контексте ""умер таким-то"")"	a12			бишды	bíšdɨ	bišdɨ	deaf		deaf	глухой		sesɨ hɨʔɨne χɨˤr bišnowɨs un hašir diš	сесы гьыъыне хыӀр бишновыс ун гьашир диш	Кричал глухому, а он не слышал																											Khanum												biši	bišina	
9	verb										1.0	KF		v11			биъир	biʔir	biʔir	pull		pull	тянуть		zad zer biʔir awnakʷan	зад зер биъир авнакван	Я потянул корову веревкой																											Назиле						biʔir	beʔera	beʔes	beʔe	mebiʔ	*			
35	noun										1.0	KF		n35	3	buʁázad	бугъаз	buʁáz	buʁaz	throat		throat	горло		buʁʷaza qʼɨrɨb ɨˤχɨˤra	бугъваза кьырыб ыӀхыӀра	В горле застряла кость	neck	шея		buʁʷazakʲ χiχetʼ kine wiʔi	бугъвазакʼ хихетӀ кине виъи	На шее бородавка													KF	8.0	8	2023.0					Нурулла	m		305											
36	complex noun	tʼur	n529	bud	buʁáz	n35	throat-ATTR				1.0	AA		cn2			бугъазад тӀур	buʁazad tʼur	buʁazad tʼur	throat-ATTR bud		Adamʼs apple	кадык		edemijeχda ani i buʁazad tʼur	едемийехда ани и бугъазад тӀур	У мужчин есть кадык																			KF	14.0	8	2023.0					Эльмира			306											
37	noun										1.0	KF		n36	3	bukʼójid	букӀв	bukʼʷ	bukʼʷ	animal_lip		lip (of an animal)	губа у животного		bukʼʷɐjis ʁubaʁ jiptʼɨr	букӀва̂йис гъубагъ йиптӀыр	В губу ужалила пчела																			KF	8.0	8	2023.0					Нурулла	m													
38	noun										1.0	KF		n37	3	buχɐ́jrijed	буха̂йри	buχɐ́jri	buχɐjri	fireplace		fireplace	очаг		buχɐjrije usbɨr kixir	буха̂йрийе усбыр кихьир	В очаг положил дрова	chimney, flue	дымоход		buχɐjrija xum lʲaʁuˤra	буха̂йрийа хьум лягъуӀра	Из дымохода идёт дым													KF	8.0	8	2023.0					Нурулла	m		574											
40	noun										1.0	KF	оса - чӀирид гъубагъ, а быз - шмель	n39	4	bɨzɨ́rdɨ	быз	bɨz	bɨz	bumblebee		bumblebee	шмель		bɨčʼimɨ bɨz ʁurʁara	бычӀимы быз гъургъара	Шмель крутится над цветком																			KF	8.0	8	2023.0					Нурулла	m		224											
41	noun										1.0	KF		n40	3	bɨláχad	былах	bɨláχ	bɨlaχ	wellspring		wellspring	родник		bɨlaχa xed quˤʁuˤr diš	былаха хьед хъуӀгъуӀр диш	Из родника не идёт вода																			KF	8.0	8	2023.0					Нурулла	m		20											
42	noun										1.0	KF		n41	NO DATA	NO DATA	былытӀ	bɨlɨtʼ	bɨlɨtʼ	penis		penis	член мужской																							KF											356											
43	noun										1.0	KF		n42	4	NO DATA	бырдж	bɨrǯ	bɨrǯ	financial_debt		debt (financial)	долг (денежный)		bɨrǯe irxur dustaʁde suqʼur	бырдже ирхьур дустагъде сукьур	Из-за долга он сел в тюрьму																			KF	8.0	8	2023.0					Нурулла	m		826											
28	complex verb	hɨwɨ́r	v39	give	bɨrǯ	n42	financial_debt				1.0	TM		cv28			бырдж гьывыр		bɨrǯ hɨwɨr	financial_debt give		lend	давать в долг	erg, dat, abs	zad was xud aˤʁzɨr bɨrǯ hɨwɨr	зад вас хьуд аӀгъзыр бырдж гьывыр	Я тебе пять тысяч в долг дал																			TM	10.0	8	2023.0					Aga														bɨrǯ hɨwɨr
29	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	bɨrǯ	n42	financial_debt				1.0	TM		cv29			бырдж гьыъыр (4)		bɨrǯ hɨʔɨr (4)	financial_debt do		borrow	занимать (в долг)	erg, apud-el, abs	zad wadaː jicʼɨd aˤʁzɨr bɨrǯ hawɨr	зад вадаа йицӀыд аӀгъзыр бырдж гьавыр	Я у тебя 10 тысяч в долг взял																			TM	10.0	8	2023.0					Aga														bɨrǯ hɨʔɨr (4)
44	noun										1.0	KF		n43	4	bɨčʼíd	бычӀ	bɨčʼ	bɨčʼ	flower		flower	цветок		bɨčʼbɨr ʁuru ǯišin badana xed ɨwɨr wija!	бычӀбыр гъуру джишин бадана хьед ывыр вийа!	Чтобы цветы не завяли — поливай!																			KF	8.0	8	2023.0					Нурулла	m		644											
13	adjective										1.0	AA	"(не сразу порождено, в контексте ""умер таким-то"")"	a11			быӀркьыд	bɨ́ˤrqʼɨd	bɨˤrqʼɨd	blind		blind	слепой		bɨˤrqʼɨnow rɨˤɢa lewšur eč	быӀркьынов рыӀкъа левшур еч	Слепой взял с дороги яблоко																											Khanum												bɨˤrqʼa	bɨˤrqʼana	
45	noun										1.0	NB		n44	3	wazɨ́rdɨ ~ wazɨldɨ	ваз	waz	waz	moon		moon	луна		hɨmɨʔ χaˤleː wazɨrdɨ jeri jidqʼɨra	гьымыъ хаӀлее вазырды йери йидкьыра	На небе луна	month	месяц		mi wazɨra bala dawadbɨr ruʔura	ми вазыра бала давадбыр руъура	В этом месяце проходит много свадеб													KF											28											
10	verb										1.0	KF		v12			вака (ӀMP)	wáka (ӀMP)	waka (ӀMP)	bring.IMP		bring, fetch	привести, принести		ɢarg waka	къарг вака	Дай барана!																											Назиле						NO FORM	NO FORM	NO FORM	wáka	NO FORM	NO			
46	noun										1.0	NB	wakír	n45	NO DATA	wakiled	вакир ~ вакил	wakír ~ wakíl	wakir ~ wakil	wedding_witness		wedding witness	свидетель в загсе		hanɨwdɨ padruga naqʼadɨ dawatmɨk wakir riʔi	гьанывды падруга накьады даватмык вакир риъи	Её подруга была свидетелем на вчерашней свадьбе																			KF																						
11	verb										1.0	AA		v110			вакьалкьыр	waqʼálqʼɨr	waqʼalqʼɨr	tremble		tremble	дрожать		izdɨ babaj mɨqʼɨnira raqʼalqʼara	изды бабай мыкьынира ракьалкьара	Моя бабушка дрожит от холода																				14.0	8	2023.0					Назиле						waqʼálqʼɨr	waqʼálqʼara	waqʼálqʼas	waqʼálqʼa	máwɨlqʼ				
12	verb										1.0	KF		v181			валгыр	wálgɨr	walgɨr	talk		speak	разговаривать		wɨdɨ uk mowlɨg ; wɨɣle gima dalgara	выды ук мовлыг ; выгӀле гима далгара	Жопой не говори ; Мужики на годекане разговаривают																											Нурулла					h	wálgɨr	wálgara	wálgas	wálga	mówɨlg ~ mówlɨg	NO			
